"mlm_8_b0","mlm_8_b1","mlm_8_b2"
0.476600054486634,0.280800081752517,0.0823501154766633
0.492039486808427,0.299363559419613,0.137061397565787
0.474013081347213,0.316282737494017,0.0353499634701598
0.492393228634247,0.33053095251523,0.0293625587621196
0.49700496636699,0.285955668912694,0.0454504723478191
0.483089395697859,0.312501732865491,0.0222668468227194
0.496599573723595,0.298157877457097,0.0182857181740053
0.471773270937469,0.278388263702404,0.0403689710607132
0.485353575817051,0.293846733665237,0.0879472898493706
0.480408776189366,0.286186000628423,0.0434002323508053
0.478002586318559,0.318022684331137,0.038947982280922
0.490733809791149,0.303319911090227,0.0456467446125959
0.488296654891081,0.314800560775747,0.0548264131734697
0.47997488165716,0.316203844303098,0.0126707625495803
0.472206804723104,0.3249011935162,0.0512380918009203
0.50246774984384,0.307325216770755,0.0647540367440779
0.477901177498282,0.309888696379333,0.010469975897891
0.485244785669166,0.304375851011987,0.0632998372996213
0.480519535057075,0.296052716332214,0.0313174880578994
0.468733669503401,0.292913931078206,0.057961416221526
0.4796585795765,0.289522842833931,0.0663293371323693
0.485426713892268,0.308925978169048,0.0547505427461386
0.47265914951517,0.322807977565547,0.0175551999149402
0.480462338735182,0.287048281259951,0.0886243906297394
0.479686080309047,0.317523566476522,0.105484821748372
0.471489405950647,0.290265293767986,0.0521460534312944
0.490064453911459,0.30012132291123,0.0735320385351461
0.490638437781197,0.287970885967828,0.0457663612775292
0.470110885337669,0.293557901150011,0.0457173983327181
0.461738842811126,0.298505698908337,0.0360020160828423
0.479197213774075,0.319750709369403,0.0560449498484299
0.475202810290483,0.293032488546056,0.0252556813003674
0.474693294990383,0.286564244693466,0.0991202072796849
0.478392668257539,0.311759681111832,0.0799872985259675
0.481012877170554,0.291924813399043,0.0358137916872782
0.493237894932861,0.302513546751409,0.0601460635282558
0.461309684853425,0.301881369280467,0.0796499428257708
0.494739728914933,0.283899924026149,0.0861166199318518
0.489638940841811,0.303149201044661,0.101348576497967
0.494270712099875,0.293983883788373,0.051709188786712
0.481386554369482,0.319565242933821,0.0622042115432783
0.477385360351941,0.318744353535488,0.0605364489150641
0.484489612669002,0.3352434099758,0.0785844578961637
0.494804842230604,0.295615410402743,0.0532509553282666
0.482479444646072,0.303393934543014,0.0240351582538134
0.481875831466865,0.284419040368216,0.0552052522558911
0.478299433449659,0.291285585710322,0.0792443128650476
0.478444393557911,0.283752904236359,0.0507219179707448
0.491575032769208,0.328891117167849,0.0475430716075438
0.488428433252434,0.333906525438443,0.0283970265228938
0.480519526430931,0.328167128284778,0.0625745136967589
0.477332403434269,0.303615991836561,0.0821467138464895
0.472546500061146,0.301984912951171,0.0544966530784863
0.474965603634833,0.287111923306174,0.0516324823265565
0.47654425665869,0.301876392253063,0.0282641800046514
0.470455632876076,0.298179151117172,0.0318671277303586
0.472135037581326,0.321639449088038,0.0398285836377356
0.479486756854336,0.318046617589839,0.0544953591115468
0.475940780286766,0.323820347694895,0.0685461812670072
0.470552519657132,0.310317156925508,0.0528087245125949
0.494619503115547,0.308071428491437,0.0854333992264321
0.472113319034516,0.328948094286927,0.0445799333651593
0.484181534152446,0.292459820828329,0.0708720466759915
0.479144680321018,0.307417366882679,0.0636956420840757
0.493223686430203,0.300439946117406,0.020467922534459
0.474395314399675,0.314256630211387,0.0689328239807427
0.476700965469369,0.317061655335134,0.0716814541707407
0.477965819073074,0.314266310700049,0.0215268051334041
0.487589657902771,0.314545177375862,0.0451394057573253
0.473549292974633,0.33930670824861,0.0482213878773058
0.486271743415564,0.294385500267376,0.0463277218656455
0.480866668048829,0.294311397553884,0.0443084927970955
0.470020282801692,0.289380624808548,0.0524588017098962
0.484681957886864,0.298292832247579,0.0114951183782906
0.480617947261717,0.303400824618341,0.056646648815617
0.483945666018792,0.309069063689476,0.038515288625772
0.4757236461941,0.325955301825585,0.0166139468734889
0.479156574895992,0.334055234498399,0.0320758402632257
0.479314037650414,0.297056944226123,0.0715012632118626
0.474357386079777,0.323755248745657,0.0756562948312628
0.475571872018098,0.325095247211403,0.0196949388909774
